review,label,domain
tôi không biết garena có đọc được không nhưng đối với thiết bị mediapad t1 8.0 thì chơi cứ bị văng ra hoài và theo bình luận các dòng máy tương tự cũng vậy mong garena khắc phục sớm nhất có thể để cho tôi cũng như những người có dòng máy giống tôi có thể trải nghiệm game một cách tốt nhất. cảm ơn,1,0
hay va tien loi hoc moi luc moi noi,0,0
"rất hay và sáng tạo những bài hát rất hay và nhanh nó nhanh theo từng bài hát từ trên xuống dưới ví dụ : bài  gì ingle beLs rất nhanh và mình phải xem  quả người cáo hài lần , mới qua được vòng  gì ingle beLs tóm lại là trò chơi âm nhạc này rất hay và sáng tạo cho trò chơi âm nhạc này  5star ",0,0
dùng một thời gian bị lờn,0,1
chất vải êm vừa với giá tiền.sẽ ủng hộ típ,0,2
"cực kì đa dạng luôn, y như ngoài đời thật. mà không hiểu sao khi tôi đánh người man rợn cấp 10 có người man rợn cấp 11 với cấp 20 đi ngang qua cái tụi nó đánh tôi luôn, thế là bị chơi tập thể. tôi tưởng là game như vậy nhưng mà mấy lần sao thì lại không bị đánh không biết là lỗi game hay sao.",0,0
 positive  tưởng chất liệu tốt ai dè làm bằng mút,1,2
hàng đẹp tốt giao hàng nhanh,0,2
được luôn đẹp,0,2
"vải thì đẹp, màu được nhưng thiệt tình là 53 không mà đặt  cỡ  xin lỗi không thể ních vô được :( quá buồn luôn không biết làm sao",1,2
"game rất hay nhưng tại sao ngày 3 tháng 7 năm 2019 hôm nay tôi không vô game được,mặc dù vẫn có wifi và rất mạnh,tôi cũng chơi game online khác,nhưng vẫn chơi được còn vào game đó lại thì vẫn không được,sau đó tôi vào chưa play rồi gõ nsT và xem nó có bảng cập nhật mới không nhưng nó không có,mau là có thể sửa l... bài đánh giá đầy đủ",1,0
"bài giảng thiết kế dễ hiểu, dễ học. tuy nhiên ứng dụng dùng thường xuyên bị lỗi (khi xem video thường bị tạm dừng, các bài luyện tập thường bị lỗi giao diện ở vùng đáp án, phần từ vựng có rất nhiều từ không thể bấm vào nút nghe để nghe,...).",1,0
"- game hay, dùng để cày cuốc hằng ngày vẫn ok. - đề xuất thêm phần xoá bớt server nếu người chơi muốn làm lại từ đầu ở server khác hoặc chí ít là để một server chính, còn lại có thể xoá tuỳ ý (tóm lại là có thể xoá được). mong ra sớm phần này. - game 2 3 bản cập nhật gần đây hay bị đứng và out ra ngoài,... bài đánh giá đầy đủ",1,0
game rất hay và vui. có thể kết bạn được. có thể chơi trò chuyện và nhắn tin với nhau. nhưng tôi muốn có nhiều skin mua bằng đậu mini hoặc từ các mảnh họp lại được bộ bộ để cho hững người không nạp được tiền vẫn có skin đẹp để mặc cho nhìn nó phong cách một xíu. chứ tôi thấy lâu lâu tự nhiên có ngườ... bài đánh giá đầy đủ,1,0
"nửa tháng nay không nhận được xu hằng ngày đăng nhập, toàn báo lỗi, không chơi được cao thủ săn quà, toàn báo bạn chưa sẵn sàng, không chơi được lắc xu, toàn báo lỗi kết nối trong khi các trang khác vẫn có thể vào và xem video ào ào, chơi lật hình toàn bị đứng chờ hết thời gian rồi thua, nản quá. bó... bài đánh giá đầy đủ",1,0
mua lần t3 rồi .tại nó hợp với mặt của mình nên mình chưa có ý định đổi,0,1
"cốt truyện phụ bản sao lại cho mấy thằng lính đánh nhau làm chi zụ??? có thể tương tác với các hồng nhan kiểu  gì  kì thế, lúc quảng cáo một trời cơ mà??? với lại cho sự lựa chọn trong các vấn đề (mà phần thưởng rõ ràng một trời một vực như ép mình chạy theo một kiểu)",1,0
"mềm, mượt không làm khô da",0,1
hàng đẹp. 😍,0,2
"đặt xe cả 10 phút mà không thấy đến, đã thế tài xế còn chở nhầm người khác, gọi điện cho tài xế thì không nghe máy, làm mình trễ hẹn với người ta, mở aP lên đánh giá thì báo mất kết mối trong khi mình đang ở nhà wifi thì không phải nói cực mạnh vậy xin cho hỏi lỗi do đâu,",1,0
mình đặt 115 nhưng lại giao màu 125,1,1
hay vừa mang tính giải trí vừa mang tính giáo dục à mà tôi 16 tuổi có được dùng không vì nó ghi không dành cho trẻ em  positive ,0,0
không có hàng tặng kèm,1,1
"giao hàng nhanh, đóng gói cẩn thận",0,1
sữa rửa mặt xài rất được luN mình mua lần này là lần thứ 2 rồi,0,1
nếu mà không cập nhật phiên bản 1.13.0 thì sẽ đẹp hơn,1,0
"tốt , game này xứng đáng là game gây ức chế  5star  hay nhất mọi thời đại . chơi 60 phút lấy 50 phút để đăng nhập đi đăng nhập lại . cái nút vào cung giống như là nó được gián lên ấy và nó còn bị liệt nửa bấm hoài nó không vào.",1,0
"đóng gói hàng chắc chắn, không sợ hàng vỡ và bị bung ra. thực sự thì muốn mua em này vì nghe nói phiên bản mới này dùng rất yêu nên quyết định mua em này luôn 😂😂. hàng dùng tốt, giá hợp lý, sẽ ủng hộ  cửa hàng  tiếp ❤💋",0,1
"lazada có rẻ hơn sendo nhưng thực tế làm ăn thiếu tôn trọng khách hàng, không đặt hàng xong có mã đơn hàng sau đó tự ý huỷ ,, nếu đã đứng ra làm trung quốc gian ăn tiền giao hàng thì phải có trách nhiệm gọi cho khách và báo hết hàng hoặc lý lo huỷ đơn hàng, đằng này khách đợi cho chán vào kiểm tra thấy bị huỷ, l... bài đánh giá đầy đủ",1,0
phần mềm thật tệ khi dậy các bé đọc sai cách. chữ không lại hướng dẫ đọc thành chữ c. ka ê kê nặng kệ. lại hướng dẫn đọc cờ ê cê nặng kệ. cho con học mà giật mình. tất cả những chữ ghép từ chữ không đều bị đọc chuyển thành c.,1,0
game này chơi vui lắm đó hãy tải về đi không ai tải về là hết đó hãy tải đó nghe chưa ai không tải thì người đó sẽ bị gì ta để tự ghi nhớ từ báo cháy đã ai không tải đó thì bị ông chúa hoặc đó vào một con pokemon khổng lồ và một con pokemon khổng lồ nó sẽ tới và đánh các bạn đó thì phải nhanh mà có ... bài đánh giá đầy đủ,0,0
nói giao một đôi hồng đôi đen .  cửa hàng  xác nhận   dạ” vậy mà giao 2 đôi hồng. tệ,1,2
cần cải thiện lại phần nghe của ứng dụng tôi phát âm chuẩn mà nó cứ hiện ra chữ khác ví dụ sit mà ra fish .,1,0
game giải trí rất hay nhưng mà chết thì hơi ức,0,0
rât được,0,1
bám sát giáo trình. người mới bắt đầu học rất tốt,0,0
dép đẹp quá lần sau ủng hộ  cửa hàng  tiếp,0,2
chất được nhiều màu không đẹp như ảnh lắm,1,2
hàng xài được,0,1
đầm đẹp y hình nhưng hơi rộng.,1,2
"lần đầu tiên mua điện thoại trên lazada thấy lo lo. nhưng khi nhận điện thoại hộp còn nguyen tem niêm, ngày hôm sau được kích hoạt bảo hành... điện thoại đẹp long lanh, pin lâu được luôn, chạy mượt. nhìn chung rất hài lòng. cảm ơn  cửa hàng  bán hàng uy tín chất lượng.",0,3
"khi tôi chơi phần mê cung,thì nhận được một phần kho báu viết là   tăng sát thương với lợi thế phe phái  . nhưng tôi lại không rõ lợi thế phe phái là như thế nào và cũng không có hướng dẫn hay giới thiệu về việc đó. mong nhà phát hành có thể thông tin lại hoặc thêm một số giới thiệu cụ thể về phe phái h... bài đánh giá đầy đủ",1,0
" cửa hàng , em đặt đơn gần mười mấy ngày không có dấu hiệu giao hàng, em tưởng  cửa hàng  ngừng giao, nên đặt cái khác, chừ quá thời hạn giao thì shiPer lại giao 😌",1,1
chính sách bảo mật quá tệ. trong khi có email không thể khôi phục mật khẩu bắt buộc phải xác định danh tính có số điện thoại mới xác nhận được người dùng vậy đăng ký email để làm gì? nhờ bạn bè giúp đỡ? tài khoản facebOk của mình mà phải nhờ bạn bè giúp đỡ mới lấy lại được? tại sao?. quá vô lý. thô... bài đánh giá đầy đủ,1,0
"tại sao khi bị mất số điện thoại mà người khác vào được zalo của mình? mong zalo chỉnh sửa bảo mật giúp mọi người được yên tâm khi bị mất số điện thoại nhưng zalo vẫn được bảo vệ tuyệt đối, để người khác không lạm dụng tài khoản riêng tư của mình vào những mục đích tiêu cực. chân thành cảm ơn.",1,0
phần mềm rất hữu dụng trong việc học từ mới. mặc dù có những lỗi viết như ha-> quá  hoặc lỗi phát âm nhỏ trong quá trình nhưng rất hay có thể tải về để ngồi học nghe từ luyện phát âm.,1,0
đặt này giao kìa  cửa hàng  làm ăn vậy à,1,2
"sop giao đồ lâu , nhưng sản phẩm phù hợp với giá tiền ,giao đúng màu .ok",1,2
game này hay có  quả người cáo phải chờ 5s mới được tắt và lúc chơi game thì có khung  quả người cáo che một khúc màn hình mà không thể tắt được khiến người chơi rất bực bội,1,0
màu  không cũng đẹp. gói hàng ok.,0,1
"rất tốt va thơm, giao hang chi can 2 ngay la co lien nha",0,1
không có khống chế phần tải về nội dung khoá học. bé cứ bấm vào tải về quá trời làm máy đơ luôn. cả phần chơi sticker nữa. hov gì  thì không học cứ bấm vào phần chọn sticker nghịch hoài.,1,0
mình mua hàng đã xem rất rõ là có tặng kèm quà hay không mà vẫn không có. mua rất nhiều lần và lần đầu tiên mình thất vọng đến vậy 😔,1,1
game hơi bị hay mấy thánh chơi không được thì xem lại máy còn ai thấy quảng cáo thì tắt wifi chỉ vậy thôi mà cho game 3star  đùa .,1,0
đặt đơn hàng 60 phút không thấy giao hàng. cũng không có thông báo hay xin lỗi khách hàng. gọi cho tổng đài chục cuộc không nghe. quá tệ. sẽ không bao giờ giới thiệu cho người khác. không giao được thì hoàn tiền đi. mở tổng đài mà không ai nghe thì cũng dẹp luôn đi. trừ tiền thì nhanh 5s là đã mất t... bài đánh giá đầy đủ,1,0
"trải nghiệm đầu tiên và cũng là lần cuối. hôm nay cài aP để đặt xe, đợi lâu mới tìm được xe, sau khi có xe lại phải đợi tiếp. đợi gần 10p mà xem bản đồ thấy xe vẫn không di chuyển, và sau đó là thông báo tài xế tự ý huỷ chuyến. bực cả mình. chắc thấy chuyến đi số tiền ít nên không muốn chạy. thử hỏ... bài đánh giá đầy đủ",1,0
" cửa hàng  giao hàng đúng theo mẫu, đúng  cỡ , đúng chất lượng chứ không như một số  cửa hàng  khác giao hàng không đúng với  cỡ  đặt. sẽ tiếp tục ủng hộ  cửa hàng ",0,2
"da mềm, mướt",0,1
"nó rất có ý ngĩa với tôi , nó như nguồn động lực mỗi khi tôi buồn . trò chơi giúp tôi bớt căng thẳng và mệt mỏi sau mỗi ngày học tập . cảm ơn nhà xuất bản đã sáng tác ra một trò chơi bổ ích và đầy ý ngĩa . i yêu you ngôi sao thời trang 360 mobile",0,0
đặt màu trắng với màu đen giao hồng với trắng. đầm trắng hơi mỏng.,1,2
phù hợp túi tiền chất lượng ok. mua săn sale  được  giá giá rẻ kèm nhiều quà tặng,0,1
aP rất hay. nghe nói đọc viết phản xạ có cả. nên học,0,0
áo đẹp ....nhưng mà hơi mỏng xiếu cho  5star  star ,1,2
tôi không nhắn tin được,1,0
hàng đẹp nguyên sea,0,3
áo được quần mỏng quá ((,1,2
hàng giống mẫu đúng chất liệu voan giao hàng nhanh,0,2
"hàng y hình,chỉ có chất liệu thì bình thường giá sale phù hợp vơi chất liệu",0,2
hàng đẹp shiPer tận tình,0,2
đầm đẹp đáng giá tiền nhưng ở ngoài đầm hơi ôm chứ  không xoè nên  không thích lắm,1,2
"giảm 25% khi thanh toán chỉ ngày 11-11 thì ngày 10-11 để giá 383k, chờ đến ngày 11 để đặt thì lại tăng lên 450k, vậy chả có nghĩa gì, mã giảm giá lại không dùng được. tôi nhớ giá  sản phẩm  này thời điểm thấp nhất là 289k!",1,1
dẹp đế,0,2
"mua màu xanh lá , mà đưa mau da. không có học hả? không biết phân biệt màu? bán như vậy là ban hàng hay lừa gạt vậy.",1,2
"son mịn, mềm lắm, không khô và lộ vân môi. đóng gói kỹ lưỡng, giao đủ quà tặng và đúng màu. có điều quà tặng mình không dùng được nhưng mua được sản phẩm giá rẻ nên vẫn thấy hài lòng.",0,1
hàng đẹp chất vải được cho  cửa hàng   5star ,0,2
"tỷ lệ rớt đồ rất thấp, game này chỉ thích hợp với người hay nạp tiền vào game thì sẽ vip, còn dân cày thì không nên chơi, bất công quá trời lắm",1,0
